Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"SCL","Compte Disponibilités et Utilisations (CDU)","368","Iraq","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2095129","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","368","Iraq","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","4979442","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","372","Irlande","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3510219","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","372","Irlande","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","513784","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","352","Islande","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","65092","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","352","Islande","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","25709","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","376","Israël","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3116791","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","376","Israël","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","957612","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","380","Italie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","17396333","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","380","Italie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","7185603","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","388","Jamaïque","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","294673","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","388","Jamaïque","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","259693","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","392","Japon","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","15540046","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","392","Japon","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","13822087","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","400","Jordanie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1818678","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","400","Jordanie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1234596","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","398","Kazakhstan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3223232","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","398","Kazakhstan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1667000","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","404","Kenya","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1044277","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","404","Kenya","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","5880114","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","417","Kirghizistan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1236766","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","417","Kirghizistan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","800453","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","296","Kiribati","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","17","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","296","Kiribati","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","12135","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","414","Koweït","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","846088","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","414","Koweït","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","574497","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","426","Lesotho","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","13220","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","426","Lesotho","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","305800","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","428","Lettonie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","383135","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","428","Lettonie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","186775","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","422","Liban","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","872899","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","422","Liban","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","833126","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","430","Libéria","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","27319","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","430","Libéria","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","544571","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","434","Libye","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1685199","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","434","Libye","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1000186","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","440","Lituanie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","919117","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","440","Lituanie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","336595","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","442","Luxembourg","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","98198","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","442","Luxembourg","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","55135","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","807","Macédoine du Nord","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","294093","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","807","Macédoine du Nord","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","208744","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","450","Madagascar","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","470701","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","450","Madagascar","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3144553","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","458","Malaisie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","4266836","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","458","Malaisie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3684696","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","454","Malawi","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","638695","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","454","Malawi","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2401645","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","462","Maldives","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","100","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","462","Maldives","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","51636","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","466","Mali","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1582904","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","466","Mali","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3684037","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","470","Malte","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","62672","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","470","Malte","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","49653","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","504","Maroc","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","5747089","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","504","Maroc","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","7292804","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","480","Maurice","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","97215","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","480","Maurice","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","171736","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","478","Mauritanie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","163321","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","478","Mauritanie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","668652","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","484","Mexique","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","26090442","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","484","Mexique","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","16402446","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","496","Mongolie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","68645","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","496","Mongolie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","287368","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","499","Monténégro","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","57703","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","499","Monténégro","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","67435","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","508","Mozambique","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","323335","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","508","Mozambique","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2556087","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","104","Myanmar","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","9270168","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","104","Myanmar","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","7425969","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","516","Namibie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","104700","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","516","Namibie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","250355","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","524","Népal","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2287989","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","524","Népal","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","4836555","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","558","Nicaragua","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","197450","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","558","Nicaragua","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","846626","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","562","Niger","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1259383","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","562","Niger","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3519776","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","566","Nigéria","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","7282233","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","566","Nigéria","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","20697399","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","578","Norvège","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1327522","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","578","Norvège","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","521895","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","540","Nouvelle-Calédonie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","26759","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","540","Nouvelle-Calédonie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","26951","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","554","Nouvelle-Zélande","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1008668","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","554","Nouvelle-Zélande","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","444645","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","512","Oman","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","494888","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","512","Oman","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","538180","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","800","Ouganda","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","408954","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","800","Ouganda","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2563736","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","860","Ouzbékistan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2982046","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","860","Ouzbékistan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","4595738","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","586","Pakistan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","6788404","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","586","Pakistan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","26819842","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","591","Panama","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","602054","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","591","Panama","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","498817","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","598","Papouasie-Nouvelle-Guinée","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","58416","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","598","Papouasie-Nouvelle-Guinée","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","434752","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","600","Paraguay","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1329239","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","600","Paraguay","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","625147","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","528","Pays-Bas","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","10951444","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","528","Pays-Bas","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1390456","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","604","Pérou","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","5203219","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","604","Pérou","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3535878","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","608","Philippines","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","10476626","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","608","Philippines","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","16166804","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","616","Pologne","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","16830625","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","616","Pologne","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","4535702","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","258","Polynésie française","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3151","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","258","Polynésie française","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","26480","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","620","Portugal","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3395732","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","620","Portugal","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1047640","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","760","République arabe syrienne","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1513097","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","760","République arabe syrienne","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1958574","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","140","République centrafricaine","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","10053","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","140","République centrafricaine","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","144945","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","410","République de Corée","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","9994173","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","410","République de Corée","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","6251658","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","498","République de Moldova","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1579961","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","498","République de Moldova","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","504648","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","180","République démocratique du Congo","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","368966","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","180","République démocratique du Congo","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3043888","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","418","République démocratique populaire lao","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1173584","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","418","République démocratique populaire lao","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1123520","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","République dominicaine","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1593554","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","République dominicaine","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","771859","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","408","République populaire démocratique de Corée","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","601386","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","408","République populaire démocratique de Corée","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3490931","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","834","République-Unie de Tanzanie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1276101","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","834","République-Unie de Tanzanie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","5649939","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","642","Roumanie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","8487561","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","642","Roumanie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2507970","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","14006868","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","6526907","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","646","Rwanda","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","327689","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","646","Rwanda","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","583016","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","662","Sainte-Lucie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2028","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","662","Sainte-Lucie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","14893","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","659","Saint-Kitts-et-Nevis","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","29","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","659","Saint-Kitts-et-Nevis","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3410","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","670","Saint-Vincent-et-les Grenadines","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","14133","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","670","Saint-Vincent-et-les Grenadines","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","10545","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","882","Samoa","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","19","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","882","Samoa","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","12440","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","678","Sao Tomé-et-Principe","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","62","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","678","Sao Tomé-et-Principe","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","18725","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","686","Sénégal","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","638595","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","686","Sénégal","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2409050","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","688","Serbie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","3160384","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","688","Serbie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1015418","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","690","Seychelles","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1004","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","690","Seychelles","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","10643","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","694","Sierra Leone","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","195494","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","694","Sierra Leone","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","876417","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","703","Slovaquie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","728752","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","703","Slovaquie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","389594","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","705","Slovénie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","357524","I","Valeur imputée"
